"No.","Time","DeltaDisplay","DeltaApplication","Source","Destination","Protocol","Len","ColorRule","Protocol","IP TTL","Stream#","SEQ","DNS TTL","DNS Retrans","QType","RType","Transaction ID","Info"
"418","41396935.268505","-3.713846","","10.42.0.196","10.42.0.1","DNS","87","7-DNS","UDP","64","19","","","","A (Host Address)","","0xde99","Standard query 0xde99 A playatoms-pa.googleapis.com"
"419","41396935.444532","0.176027","0.176027000","10.42.0.1","10.42.0.196","DNS","103","7-DNS","UDP","64","19","","64","","A (Host Address)","A (Host Address)","0xde99","Standard query response 0xde99 A playatoms-pa.googleapis.com A 216.58.210.74"
"420","41396936.564660","1.120128","","10.42.0.196","10.42.0.1","DNS","82","7-DNS","UDP","64","20","","","","A (Host Address)","","0x03eb","Standard query 0x03eb A mqtt-mini.facebook.com"
"421","41396936.633513","0.068853","0.068853000","10.42.0.1","10.42.0.196","DNS","127","7-DNS","UDP","64","20","","3199,21","","A (Host Address)","CNAME (Canonical NAME for an alias),A (Host Address)","0x03eb","Standard query response 0x03eb A mqtt-mini.facebook.com CNAME mqtt-mini.c10r.facebook.com A 157.240.196.34"
"422","41396936.888173","0.254660","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"423","41396937.476126","0.587953","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"424","41396938.078319","0.602193","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"425","41396938.681303","0.602984","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"426","41396939.283140","0.601837","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"427","41396939.887091","0.603951","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"428","41396940.490158","0.603067","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"429","41396941.093050","0.602892","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"430","41396941.695074","0.602024","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"431","41396942.299188","0.604114","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"432","41396942.901275","0.602087","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"433","41396943.503416","0.602141","","10.42.0.196","21.39.237.198","UDP","86","4-UDP","UDP","64","21","","","","","","","37859  >  55072 Len=44"
"434","41396936.979876","-6.523540","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"435","41396937.576913","0.597037","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"436","41396938.179504","0.602591","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"437","41396938.781889","0.602385","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"438","41396939.384849","0.602960","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"439","41396939.988352","0.603503","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"440","41396940.592750","0.604398","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"441","41396941.194722","0.601972","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"442","41396941.795932","0.601210","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"443","41396942.397879","0.601947","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"444","41396943.002366","0.604487","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"445","41396943.603363","0.600997","","10.42.0.196","5.114.242.145","UDP","86","4-UDP","UDP","64","22","","","","","","","46577  >  32525 Len=44"
"446","41396938.197326","-5.406037","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","23","","","","A (Host Address)","","0x6e44","Standard query 0x6e44 A youtubei.googleapis.com"
"447","41396938.982325","0.784999","0.784999000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","23","","","","A (Host Address)","","0x6e44","Standard query response 0x6e44 Server failure A youtubei.googleapis.com"
"448","41396938.984926","0.002601","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","10","","","","A (Host Address)","","0x6e44","Standard query 0x6e44 A youtubei.googleapis.com"
"449","41396944.232934","5.248008","5.248008000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","10","","","","A (Host Address)","","0x6e44","Standard query response 0x6e44 Server failure A youtubei.googleapis.com"
"450","41396938.992966","-5.239968","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","24","","","","A (Host Address)","","0x88d4","Standard query 0x88d4 A youtubei.googleapis.com"
"451","41396943.998128","5.005162","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","24","","","","A (Host Address)","","0x88d4","Standard query 0x88d4 A youtubei.googleapis.com"
"452","41396944.233032","0.234904","0.234904000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","24","","","","A (Host Address)","","0x88d4","Standard query response 0x88d4 Server failure A youtubei.googleapis.com"
"453","41396943.312287","-0.920745","","10.42.0.196","time.android.com","UDP","90","4-UDP","UDP","64","25","","","","","","","47092  >  ntp(123) Len=48"
"454","41396943.989389","0.677102","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","26","","","","A (Host Address)","","0xf9db","Standard query 0xf9db A youtubei.googleapis.com"
"455","41396944.232994","0.243605","0.243605000","10.42.0.1","10.42.0.196","DNS","83","7-DNS","UDP","64","26","","","","A (Host Address)","","0xf9db","Standard query response 0xf9db Server failure A youtubei.googleapis.com"
"456","41396944.234921","0.001927","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","27","","","","A (Host Address)","","0xf9db","Standard query 0xf9db A youtubei.googleapis.com"
"457","41396944.235030","0.000109","","10.42.0.196","10.42.0.1","DNS","83","7-DNS","UDP","64","28","","","","A (Host Address)","","0x773a","Standard query 0x773a A youtubei.googleapis.com"
